Product_Key,Product_Name,Category,Sub_Category,Brand,Unit_Price,Unit_Cost,Warranty_Months,Launch_Year,Product_Status
PRD-000525,HP TP-Link Omada,Networking,Access Point,HP,1760.78,823.49,18,2021,Active
PRD-000526,HP Sony WH-1000XM5,Accessories,Headset,HP,2106.7,969.95,22,2021,Discontinued
PRD-000527,TP-Link Netgear Nighthawk,Networking,Router,TP-Link,235.68,167.49,34,2024,Active
PRD-000528,Canon D-Link Managed Switch,Networking,Switch,Canon,1015.57,643.01,18,2023,Active
PRD-000529,Lenovo Netgear Smart Switch,Networking,Switch,Lenovo,641.23,395.83,16,2023,Active
PRD-000530,Ubiquiti Steelcase Series 1,Furniture,Chair,Ubiquiti,957.53,598.12,15,2025,Active
PRD-000531,HP Logitech MX Keys,Accessories,Keyboard,HP,1875.03,1111.21,16,2020,Active
PRD-000532,Dell Ubiquiti UniFi,Networking,Access Point,Dell,1370.39,1003.38,17,2021,Active
PRD-000533,TP-Link Dell Wireless Mouse,Accessories,Mouse,TP-Link,2296.54,1595.11,36,2021,Active
PRD-000534,Vertex Pentel EnerGel,Office Supplies,Pen,Vertex,842.32,406.35,26,2024,Active
PRD-000535,Epson LG UltraFine 32,Electronics,Monitor,Epson,821.72,527.28,28,2021,Active
PRD-000536,Dell Poly Voyager,Accessories,Headset,Dell,1941.14,1347.26,25,2025,Discontinued
PRD-000537,Samsung Parker Jotter,Office Supplies,Pen,Samsung,36.23,19.97,16,2020,Active
PRD-000538,Lenovo MacBook Pro 14,Electronics,Laptop,Lenovo,1453.95,810.8,17,2023,Active
PRD-000539,Herman Miller Uni-ball Eye,Office Supplies,Pen,Herman Miller,1103.35,680.82,35,2022,Active
PRD-000540,Herman Miller Hardcover Journal,Office Supplies,Notebook,Herman Miller,203.11,120.46,14,2023,Active
PRD-000541,Microsoft Samsung ViewFinity,Electronics,Monitor,Microsoft,399.85,201.12,34,2024,Active
PRD-000542,Ubiquiti Meeting Notebook,Office Supplies,Notebook,Ubiquiti,2319.32,1127.87,18,2024,Active
PRD-000543,Cisco Photo Paper,Office Supplies,Paper,Cisco,2408.01,1205.92,35,2020,Active
PRD-000544,ASUS Mobile Pedestal,Furniture,Cabinet,ASUS,1646.81,1099.76,26,2020,Discontinued
PRD-000545,Cisco Spiral Notebook,Office Supplies,Notebook,Cisco,715.93,376.0,31,2024,Active
PRD-000546,ASUS Samsung ViewFinity,Electronics,Monitor,ASUS,1189.94,558.27,30,2025,Active
PRD-000547,LG HP LaserJet Pro,Electronics,Printer,LG,725.24,339.29,26,2022,Discontinued
PRD-000548,TP-Link MacBook Pro 14,Electronics,Laptop,TP-Link,378.71,219.37,28,2020,Active
PRD-000549,LG Keychron K8,Accessories,Keyboard,LG,408.48,211.94,17,2024,Active
PRD-000550,Cisco Premium Printer Paper,Office Supplies,Paper,Cisco,1455.98,820.21,33,2022,Active
PRD-000551,Steelcase Brother HL-L3270,Electronics,Printer,Steelcase,1915.18,1171.73,23,2021,Active
PRD-000552,Microsoft Dell Wireless Mouse,Accessories,Mouse,Microsoft,941.29,595.81,34,2023,Active
PRD-000553,Samsung MacBook Pro 14,Electronics,Laptop,Samsung,2214.88,1396.14,27,2023,Active
PRD-000554,Steelcase Dell Latitude 7440,Electronics,Laptop,Steelcase,1820.09,1040.61,23,2022,Discontinued
PRD-000555,TP-Link Ubiquiti UniFi,Networking,Access Point,TP-Link,1936.5,1083.69,33,2021,Active
PRD-000556,Sony Keychron K8,Accessories,Keyboard,Sony,1297.16,656.95,32,2024,Active
PRD-000557,Cisco Xerox VersaLink,Electronics,Printer,Cisco,530.06,388.89,17,2022,Active
PRD-000558,Epson Meeting Notebook,Office Supplies,Notebook,Epson,2213.75,1290.77,24,2020,Active
PRD-000559,Logitech Mobile Pedestal,Furniture,Cabinet,Logitech,270.73,136.18,22,2022,Active
PRD-000560,Logitech Cisco Meraki AP,Networking,Access Point,Logitech,1682.79,1137.65,18,2021,Active
PRD-000561,TP-Link ASUS ExpertBook B5,Electronics,Laptop,TP-Link,67.85,44.37,16,2025,Active
PRD-000562,Bose Poly Voyager,Accessories,Headset,Bose,1990.64,1421.67,28,2023,Active
PRD-000563,LG Microsoft Ergonomic Mouse,Accessories,Mouse,LG,134.68,98.46,15,2025,Active
PRD-000564,Cisco Razer Pro Click,Accessories,Mouse,Cisco,821.62,417.03,36,2022,Discontinued
PRD-000565,Sony Microsoft Ergonomic Mouse,Accessories,Mouse,Sony,2184.09,1092.6,17,2020,Active
PRD-000566,Ubiquiti Spiral Notebook,Office Supplies,Notebook,Ubiquiti,634.13,412.13,29,2021,Active
PRD-000567,Microsoft ASUS RT-AX,Networking,Router,Microsoft,2179.59,1165.43,36,2020,Active
PRD-000568,Cisco Logitech MX Master 3S,Accessories,Mouse,Cisco,654.9,360.42,33,2020,Discontinued
PRD-000569,Brother Epson EcoTank,Electronics,Printer,Brother,714.36,463.84,36,2022,Active
PRD-000570,Brother Parker Jotter,Office Supplies,Pen,Brother,1466.38,688.35,34,2025,Active
PRD-000571,Sony TP-Link Omada,Networking,Access Point,Sony,2477.15,1570.39,32,2025,Active
PRD-000572,Ubiquiti BenQ PD2705,Electronics,Monitor,Ubiquiti,707.4,318.79,21,2024,Active
PRD-000573,ASUS Brother HL-L3270,Electronics,Printer,ASUS,198.68,129.19,12,2020,Active
PRD-000574,Vertex D-Link Managed Switch,Networking,Switch,Vertex,1070.11,534.79,28,2022,Discontinued
PRD-000575,Samsung Jabra Evolve2 65,Accessories,Headset,Samsung,40.51,22.27,32,2025,Discontinued
PRD-000576,Lenovo Brother HL-L3270,Electronics,Printer,Lenovo,1295.37,710.48,14,2023,Active
PRD-000577,Lenovo Samsung ViewFinity,Electronics,Monitor,Lenovo,1767.3,1232.47,15,2023,Active
PRD-000578,Herman Miller HP Bluetooth Mouse,Accessories,Mouse,Herman Miller,1552.6,742.74,12,2025,Active
PRD-000579,Bose Metal Storage Cabinet,Furniture,Cabinet,Bose,1193.26,653.64,20,2021,Active
PRD-000580,Lenovo HP LaserJet Pro,Electronics,Printer,Lenovo,1044.91,504.83,20,2023,Active
PRD-000581,Dell Microsoft Ergonomic Mouse,Accessories,Mouse,Dell,857.23,564.7,15,2022,Active
PRD-000582,Herman Miller HP Business Keyboard,Accessories,Keyboard,Herman Miller,279.16,175.52,13,2024,Active
PRD-000583,Logitech Netgear Nighthawk,Networking,Router,Logitech,84.83,38.87,20,2021,Active
PRD-000584,Vertex Parker Jotter,Office Supplies,Pen,Vertex,1998.81,1305.52,31,2022,Active
PRD-000585,Sony Archive Cabinet,Furniture,Cabinet,Sony,384.35,247.66,34,2021,Active
PRD-000586,Steelcase Steelcase Series 1,Furniture,Chair,Steelcase,1942.68,1299.97,15,2024,Active
PRD-000587,Vertex Pilot G2,Office Supplies,Pen,Vertex,912.23,440.83,24,2021,Active
PRD-000588,Dell Steelcase Series 1,Furniture,Chair,Dell,1810.54,1165.47,27,2020,Discontinued
PRD-000589,Epson Sony WH-1000XM5,Accessories,Headset,Epson,1258.13,674.43,32,2021,Active
PRD-000590,Bose Dell Latitude 7440,Electronics,Laptop,Bose,2025.2,1290.47,34,2023,Active
PRD-000591,Samsung HP Bluetooth Mouse,Accessories,Mouse,Samsung,1027.08,513.18,14,2023,Active
PRD-000592,Canon Brother HL-L3270,Electronics,Printer,Canon,1080.24,575.59,16,2021,Active
PRD-000593,HP Executive Mesh Chair,Furniture,Chair,HP,1436.13,1064.44,29,2024,Active
PRD-000594,Dell Razer Pro Click,Accessories,Mouse,Dell,406.73,195.24,23,2023,Active
PRD-000595,LG Netgear Insight AP,Networking,Access Point,LG,254.51,129.51,23,2025,Active
PRD-000596,Ubiquiti TP-Link Archer,Networking,Router,Ubiquiti,251.27,126.84,18,2025,Active
PRD-000597,Samsung Uni-ball Eye,Office Supplies,Pen,Samsung,742.81,552.02,25,2020,Discontinued
PRD-000598,Bose Razer Pro Click,Accessories,Mouse,Bose,958.62,606.1,24,2024,Active
PRD-000599,Bose Logitech MX Keys,Accessories,Keyboard,Bose,1516.65,1071.13,26,2021,Active
PRD-000600,Bose Premium Printer Paper,Office Supplies,Paper,Bose,28.81,19.58,18,2022,Active
PRD-000601,Canon TP-Link Archer,Networking,Router,Canon,226.06,168.33,16,2025,Active
PRD-000602,Bose Luxor Gel Pen,Office Supplies,Pen,Bose,575.32,344.22,35,2023,Active
PRD-000603,Vertex Hardcover Journal,Office Supplies,Notebook,Vertex,1146.03,787.23,14,2024,Active
PRD-000604,Cisco Brother HL-L3270,Electronics,Printer,Cisco,1255.53,792.28,21,2022,Active
PRD-000605,Sony ASUS ExpertBook B5,Electronics,Laptop,Sony,2133.44,1215.25,19,2023,Active
PRD-000606,Ubiquiti Luxor Gel Pen,Office Supplies,Pen,Ubiquiti,2273.63,1286.22,25,2025,Active
PRD-000607,HP Uni-ball Eye,Office Supplies,Pen,HP,1720.96,846.02,13,2023,Active
PRD-000608,Steelcase Hardcover Journal,Office Supplies,Notebook,Steelcase,1780.94,886.68,35,2021,Discontinued
PRD-000609,Canon Executive Desk,Furniture,Desk,Canon,1577.99,745.6,15,2023,Active
PRD-000610,Sony Pilot G2,Office Supplies,Pen,Sony,572.36,275.25,34,2023,Active
PRD-000611,Cisco Logitech Zone,Accessories,Headset,Cisco,395.89,230.81,28,2024,Active
PRD-000612,ASUS Dell UltraSharp 27,Electronics,Monitor,ASUS,1859.43,1371.02,25,2025,Active
PRD-000613,Logitech ASUS ExpertBook B5,Electronics,Laptop,Logitech,245.99,148.5,29,2024,Active
PRD-000614,TP-Link Meeting Notebook,Office Supplies,Notebook,TP-Link,2045.75,1320.58,33,2025,Discontinued
PRD-000615,Netgear Vertical File Cabinet,Furniture,Cabinet,Netgear,2025.45,1230.9,13,2022,Active
PRD-000616,Samsung Adjustable Desk,Furniture,Desk,Samsung,388.13,206.24,24,2023,Active
PRD-000617,Microsoft Pentel EnerGel,Office Supplies,Pen,Microsoft,1973.94,977.19,35,2021,Active
PRD-000618,Sony Microsoft Ergonomic Mouse,Accessories,Mouse,Sony,191.14,142.45,34,2022,Discontinued
PRD-000619,Bose Steelcase Series 1,Furniture,Chair,Bose,1348.48,949.32,34,2023,Active
PRD-000620,Bose Canon imageCLASS,Electronics,Printer,Bose,2498.76,1792.52,26,2021,Active
PRD-000621,HP ThinkPad X1 Carbon,Electronics,Laptop,HP,2048.37,1151.16,25,2024,Active
PRD-000622,Microsoft Dell Latitude 7440,Electronics,Laptop,Microsoft,1603.96,803.56,19,2024,Active
PRD-000623,Microsoft Mobile Pedestal,Furniture,Cabinet,Microsoft,2285.36,1650.09,30,2023,Discontinued
PRD-000624,Sony Vertex Office Chair,Furniture,Chair,Sony,2341.43,1206.62,22,2023,Active
PRD-000625,Cisco Photo Paper,Office Supplies,Paper,Cisco,1290.24,807.61,31,2024,Active
PRD-000626,ASUS ThinkPad X1 Carbon,Electronics,Laptop,ASUS,2026.33,1307.22,18,2024,Active
PRD-000627,Cisco Sony WH-1000XM5,Accessories,Headset,Cisco,522.71,357.84,14,2020,Active
PRD-000628,Ubiquiti Logitech MX Master 3S,Accessories,Mouse,Ubiquiti,774.44,354.62,12,2021,Discontinued
PRD-000629,TP-Link Canon imageCLASS,Electronics,Printer,TP-Link,1622.97,840.07,27,2025,Active
PRD-000630,HP Executive Desk,Furniture,Desk,HP,2011.95,1167.41,27,2021,Active
PRD-000631,Logitech Epson EcoTank,Electronics,Printer,Logitech,1617.47,958.8,16,2025,Active
PRD-000632,Dell Hardcover Journal,Office Supplies,Notebook,Dell,1784.21,918.18,30,2023,Active
PRD-000633,Canon Samsung ViewFinity,Electronics,Monitor,Canon,1425.74,937.26,19,2023,Active
PRD-000634,ASUS Herman Miller Aeron,Furniture,Chair,ASUS,1496.68,1076.13,31,2022,Active
PRD-000635,Cisco Canon imageCLASS,Electronics,Printer,Cisco,1167.78,837.53,30,2024,Active
PRD-000636,Cisco Presentation Paper,Office Supplies,Paper,Cisco,922.66,418.68,35,2023,Discontinued
PRD-000637,Netgear D-Link Managed Switch,Networking,Switch,Netgear,1274.34,599.64,32,2021,Active
PRD-000638,Vertex Cisco Catalyst,Networking,Switch,Vertex,2375.88,1548.54,30,2023,Active
PRD-000639,Dell Adjustable Desk,Furniture,Desk,Dell,907.98,454.26,16,2023,Active
PRD-000640,Brother Aruba Instant On,Networking,Access Point,Brother,1314.95,968.8,19,2025,Active
PRD-000641,TP-Link Microsoft Designer Keyboard,Accessories,Keyboard,TP-Link,2043.53,1084.8,36,2022,Active
PRD-000642,Samsung Ubiquiti Switch,Networking,Switch,Samsung,153.5,72.66,21,2025,Active
PRD-000643,Dell Acer Nitro XV,Electronics,Monitor,Dell,404.35,199.08,31,2024,Discontinued
PRD-000644,HP Steelcase Series 1,Furniture,Chair,HP,676.22,469.48,21,2023,Active
PRD-000645,ASUS HP EliteBook 840,Electronics,Laptop,ASUS,2336.5,1234.08,18,2020,Active
PRD-000646,Logitech Netgear Smart Switch,Networking,Switch,Logitech,2389.34,1705.71,26,2020,Active
PRD-000647,Canon Acer Nitro XV,Electronics,Monitor,Canon,1060.1,758.98,16,2025,Active
PRD-000648,Canon Ubiquiti Switch,Networking,Switch,Canon,2383.59,1465.72,29,2023,Active
PRD-000649,Microsoft A4 Copy Paper,Office Supplies,Paper,Microsoft,578.71,364.85,18,2024,Active
PRD-000650,Lenovo Wooden File Cabinet,Furniture,Cabinet,Lenovo,2073.4,1147.39,29,2020,Active
PRD-000651,Canon Hardcover Journal,Office Supplies,Notebook,Canon,1951.03,1365.84,16,2025,Discontinued
PRD-000652,Samsung Netgear Nighthawk,Networking,Router,Samsung,1675.44,1207.44,14,2025,Discontinued
PRD-000653,Microsoft Poly Voyager,Accessories,Headset,Microsoft,1201.28,667.88,16,2024,Active
PRD-000654,Canon D-Link DIR,Networking,Router,Canon,451.81,220.96,23,2025,Active
PRD-000655,Bose Razer Pro Click,Accessories,Mouse,Bose,2331.23,1197.85,18,2021,Active
PRD-000656,ASUS Cisco Meraki AP,Networking,Access Point,ASUS,2173.79,1497.63,24,2021,Active
PRD-000657,TP-Link Archive Cabinet,Furniture,Cabinet,TP-Link,1609.36,905.71,35,2021,Active
PRD-000658,TP-Link Logitech MX Keys,Accessories,Keyboard,TP-Link,1447.36,764.05,25,2023,Active
PRD-000659,Samsung Parker Jotter,Office Supplies,Pen,Samsung,1934.22,1124.54,15,2025,Active
PRD-000660,LG Brother HL-L3270,Electronics,Printer,LG,109.86,65.91,12,2022,Active
PRD-000661,Brother Ubiquiti UniFi,Networking,Access Point,Brother,1345.4,1004.89,15,2024,Active
PRD-000662,Lenovo Executive Mesh Chair,Furniture,Chair,Lenovo,426.28,245.45,25,2021,Active
PRD-000663,Vertex Logitech Zone,Accessories,Headset,Vertex,705.82,499.33,13,2020,Active
PRD-000664,Herman Miller Compact Office Desk,Furniture,Desk,Herman Miller,2416.79,1602.24,29,2022,Active
PRD-000665,HP Executive Notebook,Office Supplies,Notebook,HP,845.23,492.15,21,2024,Active
PRD-000666,Steelcase Logitech Zone,Accessories,Headset,Steelcase,918.51,628.58,19,2025,Active
PRD-000667,Logitech Keychron K8,Accessories,Keyboard,Logitech,255.8,141.02,16,2020,Active
PRD-000668,HP Luxor Gel Pen,Office Supplies,Pen,HP,1815.98,885.89,33,2022,Active
PRD-000669,Cisco Archive Cabinet,Furniture,Cabinet,Cisco,1166.03,610.27,36,2021,Active
PRD-000670,Canon Xerox VersaLink,Electronics,Printer,Canon,258.7,133.25,17,2023,Active
PRD-000671,Sony MacBook Pro 14,Electronics,Laptop,Sony,2096.75,1518.89,30,2025,Active
PRD-000672,Ubiquiti Razer Pro Click,Accessories,Mouse,Ubiquiti,461.99,226.25,27,2024,Active
PRD-000673,Microsoft Luxor Gel Pen,Office Supplies,Pen,Microsoft,2233.91,1245.18,29,2023,Active
PRD-000674,Netgear Cisco Catalyst,Networking,Switch,Netgear,2221.1,1251.21,25,2021,Discontinued
PRD-000675,Logitech Jabra Evolve2 65,Accessories,Headset,Logitech,2133.54,1375.26,13,2023,Active
PRD-000676,Lenovo Adjustable Desk,Furniture,Desk,Lenovo,1907.59,1163.62,17,2022,Active
PRD-000677,Vertex Parker Jotter,Office Supplies,Pen,Vertex,2157.32,1189.5,34,2025,Active
PRD-000678,Microsoft Uni-ball Eye,Office Supplies,Pen,Microsoft,1658.34,819.37,23,2021,Active
PRD-000679,Brother Uni-ball Eye,Office Supplies,Pen,Brother,2016.48,1347.15,21,2022,Active
PRD-000680,Lenovo Cisco Meraki AP,Networking,Access Point,Lenovo,2275.37,1048.24,27,2021,Discontinued
PRD-000681,Epson Logitech Zone,Accessories,Headset,Epson,1926.88,1304.13,19,2025,Active
PRD-000682,Samsung HP EliteBook 840,Electronics,Laptop,Samsung,228.5,158.82,28,2025,Active
PRD-000683,Vertex Adjustable Desk,Furniture,Desk,Vertex,1425.65,770.01,25,2020,Active
PRD-000684,Dell Recycled Paper,Office Supplies,Paper,Dell,606.09,310.62,31,2020,Active
PRD-000685,Brother ThinkPad X1 Carbon,Electronics,Laptop,Brother,193.15,139.55,19,2022,Active
PRD-000686,HP Business Planner,Office Supplies,Notebook,HP,986.19,724.51,17,2022,Discontinued
PRD-000687,Dell Samsung ViewFinity,Electronics,Monitor,Dell,1767.94,1206.47,22,2024,Discontinued
PRD-000688,Herman Miller Netgear Smart Switch,Networking,Switch,Herman Miller,2483.35,1736.27,34,2024,Discontinued
PRD-000689,HP Recycled Paper,Office Supplies,Paper,HP,2371.18,1676.02,31,2025,Active
PRD-000690,Netgear Ubiquiti Switch,Networking,Switch,Netgear,179.21,81.18,33,2024,Active
PRD-000691,TP-Link Cisco Catalyst,Networking,Switch,TP-Link,1619.57,1177.95,36,2021,Active
PRD-000692,LG Spiral Notebook,Office Supplies,Notebook,LG,758.25,421.67,18,2022,Active
PRD-000693,Sony ThinkPad X1 Carbon,Electronics,Laptop,Sony,987.98,535.9,12,2021,Active
PRD-000694,Lenovo Acer Nitro XV,Electronics,Monitor,Lenovo,1257.43,857.2,24,2023,Active
PRD-000695,Samsung Premium Printer Paper,Office Supplies,Paper,Samsung,120.15,78.98,27,2023,Active
PRD-000696,Samsung Uni-ball Eye,Office Supplies,Pen,Samsung,296.53,208.17,29,2024,Discontinued
PRD-000697,ASUS Photo Paper,Office Supplies,Paper,ASUS,1609.64,1203.91,23,2020,Active
PRD-000698,ASUS Photo Paper,Office Supplies,Paper,ASUS,1023.3,749.49,18,2024,Discontinued
PRD-000699,Lenovo Ubiquiti UniFi,Networking,Access Point,Lenovo,643.92,367.69,16,2020,Active
PRD-000700,LG Pentel EnerGel,Office Supplies,Pen,LG,1350.07,637.19,25,2025,Discontinued
PRD-000701,Brother Luxor Gel Pen,Office Supplies,Pen,Brother,1569.75,947.34,15,2024,Active
PRD-000702,Vertex HP LaserJet Pro,Electronics,Printer,Vertex,162.15,92.35,26,2025,Active
PRD-000703,Lenovo Aruba Instant On,Networking,Access Point,Lenovo,2128.88,1520.9,31,2021,Discontinued
PRD-000704,Brother Recycled Paper,Office Supplies,Paper,Brother,434.84,294.63,32,2023,Active
PRD-000705,Canon D-Link Managed Switch,Networking,Switch,Canon,1093.46,625.82,20,2020,Active
PRD-000706,Steelcase Vertex Office Chair,Furniture,Chair,Steelcase,1448.9,945.22,35,2021,Active
PRD-000707,Samsung Epson EcoTank,Electronics,Printer,Samsung,365.83,254.29,25,2020,Active
PRD-000708,Dell Mobile Pedestal,Furniture,Cabinet,Dell,2009.89,1134.34,36,2023,Active
PRD-000709,TP-Link Compact Office Desk,Furniture,Desk,TP-Link,1854.49,1064.69,19,2022,Active
PRD-000710,HP Cisco Meraki AP,Networking,Access Point,HP,2345.03,1364.84,27,2022,Discontinued
PRD-000711,Dell Photo Paper,Office Supplies,Paper,Dell,2497.69,1837.94,18,2024,Active
PRD-000712,Ubiquiti Cisco Catalyst,Networking,Switch,Ubiquiti,1897.07,1395.45,13,2024,Active
PRD-000713,Canon Parker Jotter,Office Supplies,Pen,Canon,307.16,213.41,20,2020,Active
PRD-000714,Epson Netgear Nighthawk,Networking,Router,Epson,2421.32,1480.56,16,2024,Active
PRD-000715,Samsung Netgear Insight AP,Networking,Access Point,Samsung,2247.84,1477.1,22,2020,Active
PRD-000716,Herman Miller BenQ PD2705,Electronics,Monitor,Herman Miller,257.37,164.7,23,2023,Discontinued
PRD-000717,Cisco A4 Copy Paper,Office Supplies,Paper,Cisco,985.84,533.38,15,2024,Active
PRD-000718,Vertex Recycled Paper,Office Supplies,Paper,Vertex,2005.81,1017.52,33,2024,Active
PRD-000719,ASUS Compact Office Desk,Furniture,Desk,ASUS,167.46,114.81,25,2023,Discontinued
PRD-000720,Samsung Samsung ViewFinity,Electronics,Monitor,Samsung,311.82,221.67,24,2021,Active
PRD-000721,LG Photo Paper,Office Supplies,Paper,LG,901.15,597.64,22,2023,Active
PRD-000722,Steelcase Adjustable Desk,Furniture,Desk,Steelcase,1017.62,732.53,23,2025,Active
PRD-000723,Cisco Compact Office Desk,Furniture,Desk,Cisco,1038.88,651.68,29,2022,Active
PRD-000724,Samsung Metal Storage Cabinet,Furniture,Cabinet,Samsung,2421.87,1482.42,24,2023,Active
PRD-000725,Brother Aruba Instant On,Networking,Access Point,Brother,1220.88,749.84,32,2025,Active
PRD-000726,Ubiquiti D-Link Managed Switch,Networking,Switch,Ubiquiti,2066.59,1203.13,24,2020,Discontinued
PRD-000727,ASUS Samsung ViewFinity,Electronics,Monitor,ASUS,2092.54,1365.53,25,2025,Active
PRD-000728,ASUS Compact Office Desk,Furniture,Desk,ASUS,2419.42,1451.81,31,2023,Active
PRD-000729,Epson Bose QC Ultra,Accessories,Headset,Epson,895.12,631.33,25,2021,Active
PRD-000730,Dell Aruba Instant On,Networking,Access Point,Dell,1049.77,494.08,30,2025,Active
PRD-000731,Bose Cisco Business Router,Networking,Router,Bose,1636.21,790.54,22,2024,Active
PRD-000732,Steelcase Meeting Notebook,Office Supplies,Notebook,Steelcase,2431.4,1185.03,19,2024,Active
PRD-000733,Lenovo Canon imageCLASS,Electronics,Printer,Lenovo,2402.77,1106.89,24,2024,Active
PRD-000734,Steelcase D-Link DIR,Networking,Router,Steelcase,2476.21,1357.2,26,2020,Active
PRD-000735,Canon Dell Wireless Mouse,Accessories,Mouse,Canon,1841.21,1022.67,34,2020,Active
PRD-000736,Dell HP EliteBook 840,Electronics,Laptop,Dell,1212.42,638.02,31,2025,Active
PRD-000737,Logitech Steelcase Series 1,Furniture,Chair,Logitech,1707.77,1201.81,32,2022,Active
PRD-000738,Bose Microsoft Designer Keyboard,Accessories,Keyboard,Bose,740.55,493.37,24,2021,Active
PRD-000739,Steelcase Uni-ball Eye,Office Supplies,Pen,Steelcase,562.53,270.49,25,2023,Active
PRD-000740,Microsoft Xerox VersaLink,Electronics,Printer,Microsoft,819.3,437.45,18,2020,Discontinued
PRD-000741,Microsoft Recycled Paper,Office Supplies,Paper,Microsoft,691.49,373.17,32,2020,Active
PRD-000742,Brother Cisco Meraki AP,Networking,Access Point,Brother,1244.81,662.77,22,2022,Active
PRD-000743,Brother Logitech MX Keys,Accessories,Keyboard,Brother,539.27,243.2,20,2023,Discontinued
PRD-000744,Bose Pilot G2,Office Supplies,Pen,Bose,1022.75,464.93,32,2020,Active
PRD-000745,Ubiquiti Executive Mesh Chair,Furniture,Chair,Ubiquiti,1878.82,856.79,23,2024,Active
PRD-000746,Dell Vertex Office Chair,Furniture,Chair,Dell,2029.06,922.3,31,2022,Active
PRD-000747,Microsoft Executive Notebook,Office Supplies,Notebook,Microsoft,716.71,452.4,33,2023,Active
PRD-000748,Canon Dell UltraSharp 27,Electronics,Monitor,Canon,1352.57,713.56,25,2024,Active
PRD-000749,Cisco Canon imageCLASS,Electronics,Printer,Cisco,1570.08,1141.85,34,2022,Active
PRD-000750,Sony Wooden File Cabinet,Furniture,Cabinet,Sony,1613.11,1180.38,12,2022,Active
PRD-000751,Samsung A4 Copy Paper,Office Supplies,Paper,Samsung,1305.99,839.11,16,2025,Active
PRD-000752,Bose HP Business Keyboard,Accessories,Keyboard,Bose,812.3,443.14,15,2022,Active
PRD-000753,ASUS Ubiquiti UniFi,Networking,Access Point,ASUS,1521.05,712.2,14,2021,Active
PRD-000754,ASUS Metal Storage Cabinet,Furniture,Cabinet,ASUS,854.82,539.92,35,2020,Active
PRD-000755,Sony Executive Desk,Furniture,Desk,Sony,804.87,476.99,31,2022,Active
PRD-000756,Ubiquiti Ubiquiti UniFi,Networking,Access Point,Ubiquiti,1345.53,863.76,14,2022,Active
PRD-000757,Lenovo A4 Copy Paper,Office Supplies,Paper,Lenovo,2104.16,1301.86,19,2024,Active
PRD-000758,Sony Meeting Notebook,Office Supplies,Notebook,Sony,277.83,130.81,28,2025,Active
PRD-000759,Bose Cisco Meraki AP,Networking,Access Point,Bose,948.28,474.75,29,2020,Active
PRD-000760,LG Recycled Paper,Office Supplies,Paper,LG,47.27,32.03,14,2020,Active
PRD-000761,Herman Miller Canon imageCLASS,Electronics,Printer,Herman Miller,1902.34,966.91,13,2024,Active
PRD-000762,Netgear Sony WH-1000XM5,Accessories,Headset,Netgear,2036.83,1486.0,18,2021,Active
PRD-000763,Cisco Ubiquiti UniFi,Networking,Access Point,Cisco,293.92,216.52,33,2020,Discontinued
PRD-000764,Logitech BenQ PD2705,Electronics,Monitor,Logitech,1579.9,726.64,34,2025,Active
PRD-000765,Epson Razer Pro Click,Accessories,Mouse,Epson,2065.63,1076.88,33,2020,Active
PRD-000766,TP-Link Vertical File Cabinet,Furniture,Cabinet,TP-Link,1332.82,634.44,12,2022,Active
PRD-000767,Steelcase Cisco Business Router,Networking,Router,Steelcase,837.46,388.94,14,2020,Active
PRD-000768,Vertex Poly Voyager,Accessories,Headset,Vertex,1475.94,851.82,26,2025,Discontinued
PRD-000769,Logitech Hardcover Journal,Office Supplies,Notebook,Logitech,1778.18,1290.08,32,2023,Active
PRD-000770,Lenovo Cisco Catalyst,Networking,Switch,Lenovo,978.11,444.49,26,2021,Active
PRD-000771,Cisco Presentation Paper,Office Supplies,Paper,Cisco,204.42,113.38,32,2024,Active
PRD-000772,Bose Netgear Smart Switch,Networking,Switch,Bose,796.61,400.6,32,2020,Discontinued
PRD-000773,Brother Pentel EnerGel,Office Supplies,Pen,Brother,2129.58,980.69,27,2025,Discontinued
PRD-000774,TP-Link Photo Paper,Office Supplies,Paper,TP-Link,403.16,278.66,19,2024,Active
PRD-000775,Bose Presentation Paper,Office Supplies,Paper,Bose,836.65,452.54,22,2022,Active
PRD-000776,Sony Recycled Paper,Office Supplies,Paper,Sony,2328.35,1274.96,18,2020,Discontinued
PRD-000777,Dell Herman Miller Aeron,Furniture,Chair,Dell,445.7,277.28,34,2020,Discontinued
PRD-000778,Bose Standing Desk Pro,Furniture,Desk,Bose,977.46,617.04,35,2025,Active
PRD-000779,Sony Photo Paper,Office Supplies,Paper,Sony,1086.69,758.43,27,2023,Active
PRD-000780,ASUS Poly Voyager,Accessories,Headset,ASUS,1956.22,1327.56,24,2025,Active
PRD-000781,Netgear Samsung ViewFinity,Electronics,Monitor,Netgear,2407.56,1430.46,17,2022,Active
PRD-000782,HP HP Bluetooth Mouse,Accessories,Mouse,HP,1208.77,564.55,36,2024,Active
PRD-000783,Netgear L-Shaped Workstation,Furniture,Desk,Netgear,2128.6,1250.22,15,2025,Active
PRD-000784,Cisco ThinkPad X1 Carbon,Electronics,Laptop,Cisco,389.12,284.76,18,2021,Active
PRD-000785,Microsoft Cisco Meraki AP,Networking,Access Point,Microsoft,1096.93,739.54,17,2022,Active
PRD-000786,Microsoft BenQ PD2705,Electronics,Monitor,Microsoft,304.6,145.03,16,2021,Active
